time,T.air,CO2.ppm,wspd,RAD,VPD,PAR,rain,year,sort
1,5.19,380,0.09,0.06,0.08,0.12,0,2011,1
1.01,5.03,380,0.07,0.13,0.06,0.27,0,2011,1
1.02,4.99,380,1.08,0.17,0.06,0.35,0,2011,1
1.03,5.21,380,0.2,0.15,0.07,0.31,0,2011,1
1.04,5.07,380,0.05,0.19,0.06,0.39,0,2011,1
1.05,5.05,380,0.12,0.09,0.05,0.19,0,2011,1
1.06,5.03,380,0.23,0.15,0.04,0.31,0,2011,1
1.07,5.09,380,0.19,0.11,0.04,0.23,0,2011,1
1.08,5.11,380,0.19,0.09,0.04,0.19,0,2011,1
1.09,4.83,380,0.37,0.02,0.04,0.04,0,2011,1
1.1,4.91,380,0.13,0.28,0.03,0.58,0,2011,1
1.11,5.03,380,0.15,0.13,0.03,0.27,0,2011,1
1.12,5.24,380,0.26,0.11,0.05,0.23,0,2011,1
1.14,5.21,380,0.15,0.09,0.05,0.19,0,2011,1
1.15,5.01,380,0.07,0.11,0.03,0.23,0,2011,1
1.16,4.91,380,0.11,0.13,0.03,0.27,0,2011,1
1.17,4.93,380,0.06,0.19,0.02,0.39,0,2011,1
1.18,4.94,380,0.24,0.02,0.02,0.04,0,2011,1
1.19,4.98,380,0.2,0.04,0.02,0.08,0,2011,1
1.2,4.97,380,0.23,0.02,0.02,0.04,0,2011,1
1.21,4.97,380,0.18,0.11,0.02,0.23,0,2011,1
1.22,4.94,380,0.41,0.04,0.02,0.08,0,2011,1
1.23,4.92,380,0.54,0.04,0.02,0.08,0,2011,1
1.24,4.87,380,0.05,0.09,0.01,0.19,0,2011,1
1.25,4.82,380,0.04,0.09,0.01,0.19,0,2011,1
1.26,4.75,380,0.22,0.06,0.01,0.12,0,2011,1
1.27,4.73,380,0.09,0.06,0.01,0.12,0,2011,1
1.28,4.72,380,0.14,0.04,0.01,0.08,0,2011,1
1.29,4.72,380,0.21,0.04,0.01,0.08,0,2011,1
1.3,4.66,380,0.21,0.02,0.01,0.04,0,2011,1
1.31,4.67,380,0.06,0.88,0.01,1.82,0,2011,1
1.32,4.63,380,0.23,4.49,0.01,9.29,0,2011,1
1.33,4.63,380,0.31,11.61,0,24.03,0,2011,1
1.34,4.79,380,0.4,11.61,0,24.03,0,2011,1
1.35,4.86,380,0,20.21,0.01,41.83,0,2011,1
1.36,4.96,380,0.11,28.19,0.01,58.35,0,2011,1
1.38,5.08,380,0.19,33.71,0.01,69.78,0,2011,1
1.39,5.08,380,0.14,44.63,0.01,92.38,0,2011,1
1.4,5.29,380,0.26,81.2,0.01,168.08,0,2011,1
1.41,5.31,380,0.36,56.41,0.02,116.77,0,2011,1
1.42,5.4,380,0.53,95.2,0.02,197.06,0,2011,1
1.43,5.48,380,0.75,102.5,0.02,212.18,0,2011,1
1.44,5.54,380,0.7,104.6,0.03,216.52,0,2011,1
1.45,5.52,380,0.6,120.6,0.03,249.64,0,2011,1
1.46,5.69,380,0.95,117.6,0.05,243.43,0,2011,1
1.47,5.82,380,0.72,116.6,0.08,241.36,0,2011,1
1.48,6.08,380,0.75,157.1,0.1,325.20,0,2011,1
1.49,6.03,380,1.09,92.4,0.09,191.27,0,2011,1
1.5,6.14,380,0.95,119,0.09,246.33,0,2011,1
1.51,6.22,380,0.4,73.76,0.09,152.68,0,2011,1
1.52,6.07,380,1.03,74.19,0.08,153.57,0,2011,1
1.53,6.14,380,0.59,135.8,0.1,281.11,0,2011,1
1.54,6.52,380,0.78,125.5,0.1,259.79,0,2011,1
1.55,6.07,380,1.28,81,0.06,167.67,0,2011,1
1.56,5.92,380,0.73,89.5,0.05,185.27,0,2011,1
1.57,5.97,380,0.6,122.5,0.06,253.58,0,2011,1
1.58,6.15,380,0.58,126.7,0.06,262.27,0,2011,1
1.59,6.2,380,1.01,99.8,0.06,206.59,0,2011,1
1.6,6.02,380,1.1,51.23,0.05,106.05,0,2011,1
1.61,5.6,380,1.08,16.77,0.03,34.71,0,2011,1
1.62,5.39,380,1.06,12.88,0.02,26.66,0,2011,1
1.64,5.21,380,0.92,16.43,0.02,34.01,0,2011,1
1.65,5.12,380,0.29,22.6,0.01,46.78,0,2011,1
1.66,5.11,380,0.18,29.52,0.01,61.11,0,2011,1
1.67,5.09,380,0.66,8.62,0.01,17.84,0,2011,1
1.68,4.97,380,0.75,10.06,0.01,20.82,0,2011,1
1.69,4.88,380,0.16,9.03,0.01,18.69,0,2011,1
1.7,4.85,380,0.83,1.05,0.01,2.17,0,2011,1
1.71,4.65,380,0.82,0.22,0.01,0.46,0,2011,1
1.72,4.54,380,0.44,0.09,0.01,0.19,0,2011,1
1.73,4.42,380,0.89,0.09,0.01,0.19,0,2011,1
1.74,4.29,380,0.66,0.09,0,0.19,0,2011,1
1.75,4.26,380,1,0.09,0,0.19,0,2011,1
1.76,4.36,380,0.12,0.06,0.01,0.12,0,2011,1
1.77,4.34,380,0.85,0.09,0.01,0.19,0,2011,1
1.78,4.35,380,0.57,0.09,0.02,0.19,0,2011,1
1.79,4.39,380,0.47,0.11,0.03,0.23,0,2011,1
1.8,4.32,380,0.43,0.04,0.02,0.08,0,2011,1
1.81,4.25,380,0.3,0.02,0.01,0.04,0,2011,1
1.82,4.19,380,0.2,0.04,0.01,0.08,0,2011,1
1.83,4.17,380,0.3,0.02,0.02,0.04,0,2011,1
1.84,4.31,380,0.17,0.04,0.04,0.08,0,2011,1
1.85,4.22,380,0.25,0.04,0.02,0.08,0,2011,1
1.86,4.13,380,0.57,0.04,0.01,0.08,0,2011,1
1.88,4.01,380,0.01,0.06,0.01,0.12,0,2011,1
1.89,3.99,380,0.44,0,0.01,0.00,0,2011,1
1.9,3.91,380,0.52,0.04,0,0.08,0,2011,1
1.91,3.86,380,0.47,0.11,0,0.23,0,2011,1
1.92,3.81,380,0.78,0.06,0,0.12,0,2011,1
1.93,3.78,380,0.81,0.15,0,0.31,0,2011,1
1.94,3.69,380,0.79,0.17,0,0.35,0,2011,1
1.95,3.6,380,0.69,0.17,0,0.35,0,2011,1
1.96,3.54,380,0.58,0.13,0,0.27,0,2011,1
1.97,3.6,380,0.34,0.11,0,0.23,0,2011,1
1.98,3.62,380,0.16,0.17,0,0.35,0,2011,1
1.99,3.65,380,0.59,0.11,0.01,0.23,0,2011,1
2,3.68,380,0.36,0.06,0.01,0.12,0,2011,1
2.01,3.73,380,0.25,0.11,0.02,0.23,0,2011,1
2.02,3.7,380,0.24,0.04,0.02,0.08,0,2011,1
2.03,3.59,380,0.54,0.04,0.01,0.08,0,2011,1
2.04,3.72,380,0.73,0.04,0.02,0.08,0,2011,1
2.05,3.75,380,1,0.06,0.03,0.12,0,2011,1
2.06,3.69,380,0.72,0.06,0.02,0.12,0,2011,1
2.07,3.64,380,0.55,0.04,0.02,0.08,0,2011,1
2.08,3.58,380,1.26,0.04,0.01,0.08,0,2011,1
2.09,3.55,380,1.57,0.09,0.01,0.19,0,2011,1
2.1,3.48,380,1.25,0.04,0,0.08,0,2011,1
2.11,3.42,380,1.54,0.06,0,0.12,0,2011,1
2.12,3.39,380,1.73,0.13,0,0.27,0,2011,1
2.14,3.28,380,1.13,0.06,0,0.12,0,2011,1
2.15,3.2,380,1.18,0.04,0,0.08,0,2011,1
2.16,3.13,380,0.87,0.09,0,0.19,0,2011,1
2.17,3,380,1.44,0.06,0,0.12,0,2011,1
2.18,2.96,380,1.22,0.06,0,0.12,0,2011,1
2.19,2.92,380,2.03,0.06,0,0.12,0,2011,1
2.2,2.82,380,1.66,0.11,0,0.23,0,2011,1
2.21,2.82,380,0.93,0.13,0,0.27,0,2011,1
2.22,2.76,380,1.5,0.09,0,0.19,0,2011,1
2.23,2.79,380,0.9,0.04,0,0.08,0,2011,1
2.24,2.84,380,0.99,0,0,0.00,0,2011,1
2.25,2.72,380,1.16,0.06,0,0.12,0.1,2011,1
2.26,2.53,380,1.05,0.02,0,0.04,0,2011,1
2.27,2.27,380,1.55,0.04,0,0.08,0,2011,1
2.28,2.14,380,1.59,0.17,0,0.35,0,2011,1
2.29,1.99,380,1.16,0.17,0,0.35,0,2011,1
2.3,1.89,380,1.4,0.73,0,1.51,0,2011,1
2.31,1.76,380,1.13,3.48,0,7.20,0,2011,1
2.32,1.81,380,1.24,10.04,0,20.78,0,2011,1
2.33,1.89,380,0.9,15.03,0.02,31.11,0,2011,1
2.34,1.99,380,1.09,17.1,0.03,35.40,0,2011,1
2.35,2.27,380,1.92,17.87,0.04,36.99,0,2011,1
2.36,2.34,380,1.41,25.76,0.04,53.32,0,2011,1
2.38,2.24,380,1.04,34.88,0.04,72.20,0,2011,1
2.39,2.39,380,2.02,27.98,0.04,57.92,0,2011,1
2.4,2.54,380,1.91,32.9,0.04,68.10,0,2011,1
2.41,2.55,380,2.55,38.67,0.03,80.05,0,2011,1
2.42,2.72,380,2.98,24.86,0.08,51.46,0,2011,1
2.43,2.72,380,2.02,25.89,0.09,53.59,0,2011,1
2.44,2.85,380,2.25,25.7,0.1,53.20,0,2011,1
2.45,3.18,380,2.6,25.94,0.14,53.70,0,2011,1
2.46,3.37,380,2.35,26.19,0.15,54.21,0,2011,1
2.47,3.5,380,1.74,25.87,0.17,53.55,0,2011,1
2.48,3.75,380,1.04,26.26,0.17,54.36,0,2011,1
2.49,3.67,380,1.01,27.03,0.14,55.95,0,2011,1
2.5,3.74,380,2.08,27.1,0.13,56.10,0,2011,1
2.51,3.67,380,1.81,27.44,0.12,56.80,0,2011,1
2.52,3.7,380,2.07,26.45,0.12,54.75,0,2011,1
2.53,4.05,380,1.96,93.1,0.13,192.72,0,2011,1
2.54,4.37,380,2.1,386.6,0.13,800.26,0,2011,1
2.55,4.62,380,1.9,383.7,0.15,794.26,0,2011,1
2.56,4.74,380,1.93,377.8,0.15,782.05,0,2011,1
2.57,4.52,380,2.21,369.7,0.14,765.28,0,2011,1
2.58,4.47,380,2.72,359.8,0.14,744.79,0,2011,1
2.59,4.52,380,2.81,346.7,0.12,717.67,0,2011,1
2.6,4.86,380,2,330.2,0.15,683.51,0,2011,1
2.61,5.04,380,2.22,304.5,0.18,630.32,0,2011,1
2.62,5.01,380,1.6,273,0.17,565.11,0,2011,1
2.64,4.8,380,2.69,211.3,0.16,437.39,0,2011,1
2.65,4.68,380,2.57,106.9,0.16,221.28,0,2011,1
2.66,4.41,380,2.26,22.64,0.13,46.86,0,2011,1
2.67,4.45,380,3.48,18.79,0.13,38.90,0,2011,1
2.68,4.45,380,2.83,14.62,0.13,30.26,0,2011,1
2.69,4.41,380,3.24,8.41,0.12,17.41,0,2011,1
2.7,4.38,380,3.62,3.83,0.12,7.93,0,2011,1
2.71,4.36,380,3.31,0.84,0.12,1.74,0,2011,1
2.72,4.29,380,3.19,0.13,0.11,0.27,0,2011,1
2.73,4.11,380,3.59,0.02,0.12,0.04,0,2011,1
2.74,3.83,380,4.14,0.02,0.13,0.04,0,2011,1
2.75,3.56,380,3.35,0.09,0.12,0.19,0,2011,1
2.76,3.31,380,3.63,0.06,0.13,0.12,0,2011,1
2.77,3.27,380,3.29,0.22,0.14,0.46,0,2011,1
2.78,3.18,380,3.37,0.24,0.15,0.50,0,2011,1
2.79,2.89,380,3.92,0.15,0.13,0.31,0,2011,1
2.8,2.75,380,4.13,0.13,0.12,0.27,0,2011,1
2.81,2.62,380,4.28,0.06,0.11,0.12,0,2011,1
2.82,2.67,380,3.38,0.15,0.1,0.31,0,2011,1
2.83,2.84,380,2.57,0.15,0.11,0.31,0,2011,1
2.84,3.06,380,3.2,0.22,0.13,0.46,0,2011,1
2.85,3.29,380,3.8,0.26,0.17,0.54,0,2011,1
2.86,3.52,380,4.38,0.06,0.21,0.12,0,2011,1
2.88,3.3,380,4.63,0.06,0.2,0.12,0,2011,1
2.89,2.7,380,4.41,0.09,0.16,0.19,0,2011,1
2.9,2.56,380,4.58,0.22,0.15,0.46,0,2011,1
2.91,2.62,380,3.78,0.06,0.18,0.12,0,2011,1
2.92,2.71,380,3.52,0.22,0.2,0.46,0,2011,1
2.93,2.35,380,3.78,0.32,0.18,0.66,0,2011,1
2.94,2.16,380,3.04,0.37,0.16,0.77,0,2011,1
2.95,1.53,380,2.07,0.11,0.12,0.23,0,2011,1
2.96,1.5,380,2.12,0.24,0.13,0.50,0,2011,1
2.97,1.87,380,3.07,0.17,0.16,0.35,0,2011,1
2.98,1.85,380,3.16,0.39,0.16,0.81,0,2011,1
2.99,1.93,380,3.2,0.34,0.18,0.70,0,2011,1
3,1.92,380,2.94,0.19,0.2,0.39,0,2011,1
3.01,1.19,380,3.48,0.3,0.16,0.62,0,2011,1
3.02,1.01,380,3.72,0.5,0.16,1.04,0,2011,1
3.03,1.42,380,3.58,0.41,0.19,0.85,0,2011,1
3.04,0.84,380,5.56,0.43,0.16,0.89,0,2011,1
3.05,0.35,380,5.51,0.39,0.13,0.81,0,2011,1
3.06,0.8,380,5.77,0.43,0.17,0.89,0,2011,1
3.07,0.97,380,6.08,0.41,0.19,0.85,0,2011,1
3.08,0.42,380,7.45,0.41,0.15,0.85,0,2011,1
3.09,-0.44,380,6.11,0.56,0.09,1.16,0,2011,1
3.1,-1.04,380,5.97,0.54,0.06,1.12,0,2011,1
3.11,-0.97,380,6.78,0.41,0.07,0.85,0,2011,1
3.12,-1.46,380,5.72,0.43,0.05,0.89,0,2011,1
3.14,-1.86,380,5.64,0.45,0.03,0.93,0,2011,1
3.15,-0.86,380,5.56,0.45,0.09,0.93,0,2011,1
3.16,-0.97,380,4.48,0.58,0.09,1.20,0,2011,1
3.17,-0.62,380,4.82,0.45,0.11,0.93,0,2011,1
3.18,0.74,380,3.88,0.52,0.21,1.08,0,2011,1
3.19,0.65,380,4.92,0.54,0.21,1.12,0,2011,1
3.2,0.8,380,5.11,0.37,0.22,0.77,0,2011,1
3.21,1.16,380,5.4,0.3,0.25,0.62,0,2011,1
3.22,0.86,380,3.88,0.32,0.23,0.66,0,2011,1
3.23,0.79,380,4.58,0.37,0.23,0.77,0,2011,1
3.24,0.53,380,3.29,0.37,0.21,0.77,0,2011,1
3.25,0.05,380,4.36,0.34,0.18,0.70,0,2011,1
3.26,0.06,380,4.98,0.43,0.18,0.89,0,2011,1
3.27,0.44,380,4.97,0.34,0.21,0.70,0,2011,1
3.28,0.54,380,4.31,0.45,0.22,0.93,0,2011,1
3.29,0.26,380,3.34,0.39,0.2,0.81,0,2011,1
3.3,-0.15,380,4.02,1.07,0.18,2.21,0,2011,1
3.31,-0.36,380,4.08,4.02,0.17,8.32,0,2011,1
3.32,-0.24,380,3.11,8.82,0.17,18.26,0,2011,1
3.33,-0.35,380,3.51,13.23,0.15,27.39,0,2011,1
3.34,-1.04,380,3.7,17.57,0.12,36.37,0,2011,1
3.35,-0.68,380,4.42,19.66,0.14,40.70,0,2011,1
3.36,-0.13,380,4.09,19.9,0.17,41.19,0,2011,1
3.38,0,380,3.44,21.98,0.17,45.50,0,2011,1
3.39,0.14,380,3.3,23.32,0.17,48.27,0,2011,1
3.4,-0.2,380,3.31,23.68,0.16,49.02,0,2011,1
3.41,-0.07,380,2.28,24.59,0.15,50.90,0,2011,1
3.42,-0.23,380,1.96,25.51,0.15,52.81,0,2011,1
3.43,-0.5,380,1.8,26.54,0.13,54.94,0,2011,1
3.44,-0.86,380,2.5,27.38,0.12,56.68,0,2011,1
3.45,-0.47,380,2.43,27.64,0.13,57.21,0,2011,1
3.46,-0.18,380,1.86,27.94,0.13,57.84,0,2011,1
3.47,0.08,380,2.23,28.31,0.12,58.60,0,2011,1
3.48,0.26,380,2.13,29.12,0.11,60.28,0,2011,1
3.49,0.16,380,1.84,29.75,0.11,61.58,0,2011,1
3.5,-0.02,380,2.12,30.03,0.1,62.16,0,2011,1
3.51,0.19,380,1.98,30.18,0.11,62.47,0,2011,1
3.52,0.18,380,1.5,32.09,0.11,66.43,0,2011,1
3.53,0.1,380,2.05,109.5,0.1,226.67,0,2011,1
3.54,0.89,380,1.31,425.2,0.13,880.16,0,2011,1
3.55,1.12,380,1.57,423,0.14,875.61,0,2011,1
3.56,0.89,380,1.73,419,0.14,867.33,0,2011,1
3.57,0.69,380,2.06,404,0.14,836.28,0,2011,1
3.58,0.75,380,2.2,388.1,0.16,803.37,0,2011,1
3.59,0.82,380,1.77,367.5,0.15,760.73,0,2011,1
3.6,0.83,380,1.7,344.7,0.15,713.53,0,2011,1
3.61,0.99,380,1.38,316.4,0.15,654.95,0,2011,1
3.62,1,380,1.61,286.8,0.15,593.68,0,2011,1
3.64,0.96,380,1.39,241.3,0.15,499.49,0,2011,1
3.65,0.71,380,1.33,120,0.14,248.40,0,2011,1
3.66,0.1,380,0.9,23.92,0.12,49.51,0,2011,1
3.67,-0.02,380,1.03,20.3,0.12,42.02,0,2011,1
3.68,-0.21,380,0.65,16.76,0.11,34.69,0,2011,1
3.69,-0.39,380,1.85,11.36,0.1,23.52,0,2011,1
3.7,-0.57,380,1.68,4.47,0.1,9.25,0,2011,1
3.71,-0.78,380,1.76,1.12,0.09,2.32,0,2011,1
3.72,-0.96,380,1.52,0.62,0.08,1.28,0,2011,1
3.73,-1.18,380,1.18,0.58,0.07,1.20,0,2011,1
3.74,-1.14,380,1.85,0.56,0.08,1.16,0,2011,1
3.75,-1.05,380,1.95,0.54,0.08,1.12,0,2011,1
3.76,-0.94,380,2.27,0.56,0.08,1.16,0,2011,1
3.77,-0.27,380,2.92,0.54,0.14,1.12,0,2011,1
3.78,-0.29,380,2.69,0.52,0.13,1.08,0,2011,1
3.79,-0.35,380,2.68,0.52,0.12,1.08,0,2011,1
3.8,-0.47,380,2.53,0.45,0.12,0.93,0,2011,1
3.81,-0.47,380,2.74,0.43,0.12,0.89,0,2011,1
3.82,-0.15,380,3.54,0.54,0.12,1.12,0,2011,1
3.83,-0.04,380,3.94,0.47,0.11,0.97,0,2011,1
3.84,-0.18,380,2.8,0.41,0.1,0.85,0,2011,1
3.85,-0.2,380,2.59,0.47,0.1,0.97,0,2011,1
3.86,-0.16,380,2.55,0.32,0.09,0.66,0,2011,1
3.88,-0.17,380,2.79,0.43,0.1,0.89,0,2011,1
3.89,-0.18,380,2.36,0.34,0.1,0.70,0,2011,1
3.9,-0.22,380,2.48,0.47,0.1,0.97,0,2011,1
3.91,-0.05,380,3.25,0.3,0.1,0.62,0,2011,1
3.92,0.06,380,3.96,0.5,0.11,1.04,0,2011,1
3.93,0.12,380,3.9,0.47,0.12,0.97,0,2011,1
3.94,0.04,380,4.74,0.5,0.13,1.04,0,2011,1
3.95,0.13,380,4.88,0.39,0.14,0.81,0,2011,1
3.96,-0.02,380,3.99,0.34,0.15,0.70,0,2011,1
3.97,-0.16,380,3.45,0.45,0.14,0.93,0,2011,1
3.98,-0.36,380,3.29,0.43,0.13,0.89,0,2011,1
3.99,-0.49,380,3.82,0.52,0.11,1.08,0,2011,1
4,-0.48,380,4.09,0.47,0.11,0.97,0,2011,1
4.01,-0.52,380,3.63,0.47,0.11,0.97,0,2011,1
4.02,-0.44,380,3.6,0.54,0.09,1.12,0,2011,1
4.03,-0.52,380,3.42,0.39,0.08,0.81,0,2011,1
4.04,-0.61,380,2.64,0.54,0.07,1.12,0,2011,1
4.05,-0.77,380,2.31,0.43,0.07,0.89,0,2011,1
4.06,-0.92,380,2.56,0.41,0.07,0.85,0,2011,1
4.07,-1,380,2.73,0.41,0.06,0.85,0,2011,1
4.08,-1.03,380,3.06,0.28,0.05,0.58,0,2011,1
4.09,-1.15,380,3.13,0.43,0.05,0.89,0,2011,1
4.1,-0.8,380,3.22,0.45,0.05,0.93,0,2011,1
4.11,-0.68,380,3.6,0.5,0.05,1.04,0,2011,1
4.12,-0.87,380,3.45,0.52,0.05,1.08,0,2011,1
4.14,-0.99,380,3.83,0.39,0.05,0.81,0,2011,1
4.15,-1.01,380,4.13,0.43,0.05,0.89,0,2011,1
4.16,-1.43,380,4.61,0.41,0.04,0.85,0,2011,1
4.17,-1.46,380,4.37,0.3,0.03,0.62,0,2011,1
4.18,-1.47,380,4.36,0.3,0.03,0.62,0,2011,1
4.19,-1.32,380,4.16,0.47,0.03,0.97,0,2011,1
4.2,-1.2,380,3.54,0.47,0.03,0.97,0,2011,1
4.21,-1.27,380,2.38,0.34,0.03,0.70,0,2011,1
4.22,-1.08,380,2.39,0.41,0.02,0.85,0,2011,1
4.23,-0.81,380,2.29,0.32,0.03,0.66,0,2011,1
4.24,-0.84,380,2.32,0.41,0.03,0.85,0,2011,1
4.25,-0.72,380,2.17,0.47,0.03,0.97,0,2011,1
4.26,-0.14,380,2.84,0.52,0.03,1.08,0,2011,1
4.27,0.01,380,2.79,0.47,0.03,0.97,0,2011,1
4.28,0.14,380,3.16,0.47,0.03,0.97,0,2011,1
4.29,0.26,380,3.76,0.5,0.03,1.04,0,2011,1
4.3,0.6,380,2.54,0.6,0.03,1.24,0,2011,1
4.31,0.77,380,2.57,1.27,0.02,2.63,0,2011,1
4.32,0.69,380,2,2.88,0.02,5.96,0,2011,1
4.33,0.87,380,2.04,6.56,0.03,13.58,0,2011,1
4.34,1.03,380,3.55,17.25,0.05,35.71,0,2011,1
4.35,1.08,380,4.94,29.7,0.05,61.48,0,2011,1
4.36,1.28,380,3.49,51.94,0.05,107.52,0,2011,1
4.38,1.32,380,3.13,65.56,0.07,135.71,0,2011,1
4.39,1.29,380,3.65,97.4,0.08,201.62,0,2011,1
4.4,1.68,380,4.28,49.92,0.09,103.33,0,2011,1
4.41,1.96,380,3.56,39.68,0.12,82.14,0,2011,1
4.42,2.05,380,2.67,56.45,0.12,116.85,0,2011,1
4.43,2.48,380,2.99,91,0.15,188.37,0,2011,1
4.44,2.58,380,2.25,79.18,0.14,163.90,0,2011,1
4.45,2.6,380,2.19,77.83,0.14,161.11,0,2011,1
4.46,2.4,380,2.86,83.1,0.12,172.02,0,2011,1
4.47,2.42,380,1.52,81.9,0.11,169.53,0,2011,1
4.48,2.38,380,2.11,57.16,0.09,118.32,0,2011,1
4.49,2.72,380,2.56,59.57,0.11,123.31,0,2011,1
4.5,3.28,380,1.92,73.14,0.13,151.40,0,2011,1
4.51,3.56,380,2.22,70.78,0.15,146.51,0,2011,1
4.52,3.69,380,2.4,55.53,0.16,114.95,0,2011,1
4.53,3.9,380,2.49,206.1,0.17,426.63,0,2011,1
4.54,3.84,380,3.17,291.8,0.18,604.03,0,2011,1
4.55,4.03,380,2.3,348.1,0.18,720.57,0,2011,1
4.56,3.84,380,3.5,302.8,0.16,626.80,0,2011,1
4.57,3.74,380,3.17,260.8,0.13,539.86,0,2011,1
4.58,4,380,2.31,258.1,0.14,534.27,0,2011,1
4.59,4.37,380,2.16,358.8,0.15,742.72,0,2011,1
4.6,4.34,380,2.84,181.8,0.14,376.33,0,2011,1
4.61,4.51,380,3.03,304.5,0.14,630.32,0,2011,1
4.62,4.61,380,1.67,176.7,0.14,365.77,0,2011,1
4.64,4.43,380,1.25,84.3,0.13,174.50,0,2011,1
4.65,4.19,380,1.37,53.09,0.11,109.90,0,2011,1
4.66,4.09,380,2.69,51.11,0.11,105.80,0,2011,1
4.67,4.04,380,3.44,48.77,0.11,100.95,0,2011,1
4.68,4.17,380,4.01,26.94,0.11,55.77,0,2011,1
4.69,4.09,380,3.85,10.71,0.1,22.17,0,2011,1
4.7,4.16,380,3.82,3.65,0.1,7.56,0,2011,1
4.71,4.25,380,3.48,0.67,0.1,1.39,0,2011,1
4.72,4.18,380,2.76,0,0.09,0.00,0,2011,1
4.73,4.28,380,2.87,0.02,0.09,0.04,0,2011,1
4.74,4.68,380,3.19,0.02,0.11,0.04,0,2011,1
4.75,4.71,380,2.9,0.06,0.11,0.12,0,2011,1
4.76,4.96,380,3.46,0.02,0.1,0.04,0,2011,1
4.77,4.97,380,3.18,0.04,0.1,0.08,0,2011,1
4.78,4.79,380,3.38,0.02,0.1,0.04,0,2011,1
4.79,4.78,380,3.24,0,0.09,0.00,0,2011,1
4.8,4.92,380,3.52,0,0.09,0.00,0,2011,1
4.81,4.97,380,3.18,0,0.09,0.00,0,2011,1
4.82,5.16,380,3.36,0.02,0.09,0.04,0,2011,1
4.83,5.13,380,2.64,0.02,0.09,0.04,0,2011,1
4.84,5.08,380,2.52,0,0.09,0.00,0,2011,1
4.85,5.09,380,2.17,0,0.09,0.00,0,2011,1
4.86,4.97,380,2.17,0.02,0.08,0.04,0,2011,1
4.88,5.02,380,2.75,0,0.08,0.00,0,2011,1
4.89,4.9,380,2.72,0.04,0.08,0.08,0,2011,1
4.9,4.79,380,2.72,0,0.07,0.00,0,2011,1
4.91,4.75,380,2.87,0.06,0.06,0.12,0,2011,1
4.92,4.72,380,2.89,0.04,0.05,0.08,0,2011,1
4.93,4.7,380,3.06,0,0.05,0.00,0,2011,1
4.94,4.72,380,2.04,0.11,0.05,0.23,0,2011,1
4.95,4.84,380,1.83,0.04,0.05,0.08,0,2011,1
4.96,4.88,380,2.27,0.02,0.05,0.04,0,2011,1
4.97,4.84,380,2.93,0,0.05,0.00,0,2011,1
4.98,4.78,380,2.01,0.02,0.05,0.04,0,2011,1
4.99,4.84,380,2.3,0.04,0.05,0.08,0,2011,1
5,4.86,380,2.49,0,0.06,0.00,0,2011,1
5.01,4.89,380,2.37,0,0.06,0.00,0,2011,1
5.02,4.91,380,2.39,0.04,0.07,0.08,0,2011,1
5.03,4.95,380,2.39,0,0.07,0.00,0,2011,1
5.04,5.01,380,2.44,0.02,0.07,0.04,0,2011,1
5.05,4.94,380,1.66,0.02,0.07,0.04,0,2011,1
5.06,4.92,380,2.28,0,0.07,0.00,0,2011,1
5.07,4.89,380,2.4,0.04,0.08,0.08,0,2011,1
5.08,4.63,380,2.47,0.04,0.06,0.08,0,2011,1
5.09,4.33,380,2.69,0.09,0.04,0.19,0.1,2011,1
5.1,4.2,380,2.61,0.04,0.04,0.08,0,2011,1
5.11,4.24,380,2.77,0.06,0.04,0.12,0.1,2011,1
5.12,4.21,380,2.8,0.06,0.04,0.12,0.1,2011,1
5.14,4.09,380,3.03,0.09,0.03,0.19,0.1,2011,1
5.15,4.04,380,2.15,0.04,0.03,0.08,0.1,2011,1
5.16,4,380,1.45,0.09,0.02,0.19,0.1,2011,1
5.17,3.99,380,1.84,0.11,0.02,0.23,0.1,2011,1
5.18,4.01,380,1.17,0.09,0.01,0.19,0,2011,1
5.19,3.98,380,1.13,0.04,0.01,0.08,0,2011,1
5.2,4.03,380,1.74,0.06,0.01,0.12,0,2011,1
5.21,4.06,380,1.89,0.04,0.01,0.08,0,2011,1
5.22,4.11,380,2.56,0,0.01,0.00,0,2011,1
5.23,4.37,380,3.71,0.02,0,0.04,0,2011,1
5.24,4.34,380,3.58,0.02,0,0.04,0,2011,1
5.25,4.31,380,3.69,0.04,0,0.08,0,2011,1
5.26,4.03,380,3.26,0.02,0.01,0.04,0,2011,1
5.27,3.98,380,3.19,0.02,0,0.04,0,2011,1
5.28,3.94,380,2.62,0.02,0,0.04,0,2011,1
5.29,3.99,380,2.75,0.02,0,0.04,0.1,2011,1
5.3,4.04,380,2.47,0.09,0,0.19,0,2011,1
5.31,4,380,2.42,1.46,0,3.02,0,2011,1
5.32,3.99,380,2.69,5.59,0,11.57,0,2011,1
5.33,4.19,380,3.1,8.3,0,17.18,0,2011,1
5.34,4.35,380,3.14,24.32,0,50.34,0,2011,1
5.35,4.37,380,2.31,31.61,0,65.43,0,2011,1
5.36,4.5,380,1.8,50.06,0,103.62,0,2011,1
5.38,4.6,380,1.79,58.38,0,120.85,0,2011,1
5.39,4.84,380,1.82,72.96,0,151.03,0,2011,1
5.4,4.99,380,2.07,94.1,0.02,194.79,0,2011,1
5.41,5.19,380,2.14,99.7,0.04,206.38,0,2011,1
5.42,5.23,380,2.15,83.6,0.04,173.05,0,2011,1
